species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
White Globe Lily,Calochortus albus,White Globe Lily,Plantae,51315
woodland strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
tidy tips,Layia platyglossa,tidy tips,Plantae,50876
garden nasturtium,Tropaeolum majus,garden nasturtium,Plantae,54329
miner's lettuce,Claytonia perfoliata,miner's lettuce,Plantae,52994
woodland madia,Anisocarpus madioides,woodland madia,Plantae,53137
orange bush monkeyflower,Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371
common hedge parsley,Torilis arvensis,common hedge parsley,Plantae,56846
reddish tufted vetch,Vicia benghalensis,reddish tufted vetch,Plantae,53333
Mediterranean lineseed,Bellardia trixago,Mediterranean lineseed,Plantae,51286
small melilot,Melilotus indicus,small melilot,Plantae,57065
lemon balm,Melissa officinalis,lemon balm,Plantae,59901
Hummingbird Sage,Salvia spathacea,Hummingbird Sage,Plantae,64133
western blue-eyed grass,Sisyrinchium bellum,western blue-eyed grass,Plantae,49918
creeping snowberry,Symphoricarpos mollis,creeping snowberry,Plantae,53456
Coast silk tassel,Garrya elliptica,Coast silk tassel,Plantae,53399
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
Pacific Sanicle,Sanicula crassicaulis,Pacific Sanicle,Plantae,53201
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Greater Quaking Grass,Briza maxima,Greater Quaking Grass,Plantae,57157
catchweed bedstraw,Galium aparine,catchweed bedstraw,Plantae,53059
Common Cat's-ear,Hypochaeris radicata,Common Cat's-ear,Plantae,53104
Quercus parvula × wislizeni,Quercus parvula × wislizeni,,Plantae,1596407
woodland strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
White Globe Lily,Calochortus albus,White Globe Lily,Plantae,51315
White Globe Lily,Calochortus albus,White Globe Lily,Plantae,51315
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
Broad-leaved helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
California milkwort,Rhinotropis californica,California milkwort,Plantae,876453
reddish tufted vetch,Vicia benghalensis,reddish tufted vetch,Plantae,53333
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
catchweed bedstraw,Galium aparine,catchweed bedstraw,Plantae,53059
Elegant Clarkia,Clarkia unguiculata,Elegant Clarkia,Plantae,51735
Lacy phacelia,Phacelia tanacetifolia,Lacy phacelia,Plantae,58185
opium poppy,Papaver somniferum,opium poppy,Plantae,78346
field bindweed,Convolvulus arvensis,field bindweed,Plantae,53021
California buckeye,Aesculus californica,California buckeye,Plantae,53348
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
California buckeye,Aesculus californica,California buckeye,Plantae,53348
field bindweed,Convolvulus arvensis,field bindweed,Plantae,53021
woolly bluecurls,Trichostema lanatum,woolly bluecurls,Plantae,58931
California poppy,Eschscholzia californica,California poppy,Plantae,48225
common bracken,Pteridium aquilinum,common bracken,Plantae,52681
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Douglas iris,Iris douglasiana,Douglas iris,Plantae,50854
Pale pink-sorrel,Oxalis incarnata,Pale pink-sorrel,Plantae,61776
California buckeye,Aesculus californica,California buckeye,Plantae,53348
garden nasturtium,Tropaeolum majus,garden nasturtium,Plantae,54329
field marigold,Calendula arvensis,field marigold,Plantae,59260
Greater Quaking Grass,Briza maxima,Greater Quaking Grass,Plantae,57157
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
mock strawberry,Potentilla indica,mock strawberry,Plantae,243824
thimbleberry,Rubus parviflorus,thimbleberry,Plantae,51646
Common St. John's Wort,Hypericum perforatum,Common St. John's Wort,Plantae,56077
California Hedge Nettle,Stachys bullata,California Hedge Nettle,Plantae,58930
coastal woodfern,Dryopteris arguta,coastal woodfern,Plantae,52671
Pale pink-sorrel,Oxalis incarnata,Pale pink-sorrel,Plantae,61776
Three-cornered garlic,Allium triquetrum,Three-cornered garlic,Plantae,55505
California milkwort,Rhinotropis californica,California milkwort,Plantae,876453
Greater Quaking Grass,Briza maxima,Greater Quaking Grass,Plantae,57157
Greater Quaking Grass,Briza maxima,Greater Quaking Grass,Plantae,57157
Pale flax,Linum bienne,Pale flax,Plantae,55679
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
wavy-leafed soap plant,Chlorogalum pomeridianum,wavy-leafed soap plant,Plantae,47597
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
Western Rattlesnake Plantain,Goodyera oblongifolia,Western Rattlesnake Plantain,Plantae,50719
Olney's hairy sedge,Carex gynodynama,Olney's hairy sedge,Plantae,76043
Broad-leaved helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
California buckeye,Aesculus californica,California buckeye,Plantae,53348
Pinkladies,Oenothera speciosa,Pinkladies,Plantae,48625
orange bush monkeyflower,Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371
Broad-leaved helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
Italian Ryegrass,Lolium multiflorum,Italian Ryegrass,Plantae,68479
California milkwort,Rhinotropis californica,California milkwort,Plantae,876453
Mexican Evening Primrose,Oenothera speciosa,Pinkladies,Plantae,48625
field bindweed,Convolvulus arvensis,field bindweed,Plantae,53021
Greater Quaking Grass,Briza maxima,Greater Quaking Grass,Plantae,57157
Mexican Fleabane,Erigeron karvinskianus,Mexican Fleabane,Plantae,76923
French broom,Genista monspessulana,French broom,Plantae,53403
Three-cornered garlic,Allium triquetrum,Three-cornered garlic,Plantae,55505
fava bean,Vicia faba,fava bean,Plantae,57309
purple foxglove,Digitalis purpurea,purple foxglove,Plantae,53983
Scarlet Flax,Linum grandiflorum,Scarlet Flax,Plantae,77781
California sweetshrub,Calycanthus occidentalis,California sweetshrub,Plantae,63962
Douglas iris,Iris douglasiana,Douglas iris,Plantae,50854
Hummingbird Sage,Salvia spathacea,Hummingbird Sage,Plantae,64133
Douglas iris,Iris douglasiana,Douglas iris,Plantae,50854
Scarlet Kammetjie,Freesia laxa,Scarlet Kammetjie,Plantae,345417
Pale pink-sorrel,Oxalis incarnata,Pale pink-sorrel,Plantae,61776
Field madder,Sherardia arvensis,Field madder,Plantae,47691
Clustered clover,Trifolium glomeratum,Clustered clover,Plantae,61021
Field madder,Sherardia arvensis,Field madder,Plantae,47691
Broad-leafed Helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
Greater Quaking Grass,Briza maxima,Greater Quaking Grass,Plantae,57157
Yorkshire fog,Holcus lanatus,Velvetgrass,Plantae,52793
prickly sowthistle,Sonchus asper,prickly sowthistle,Plantae,53269
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
Rose campion,Silene coronaria,Rose campion,Plantae,485191
carpet crane's-bill,Geranium incanum,carpet crane's-bill,Plantae,566720
California Hedge Nettle,Stachys bullata,California Hedge Nettle,Plantae,58930
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
Yellow Mariposa Lily,Calochortus luteus,Yellow Mariposa Lily,Plantae,51077
Yellow Mariposa Lily,Calochortus luteus,Yellow Mariposa Lily,Plantae,51077
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
common Douglas-fir,Pseudotsuga menziesii,Douglas fir,Plantae,48256
Chlorogalum pomeridianum,Chlorogalum pomeridianum,wavy-leafed soap plant,Plantae,47597
Greater Quaking Grass,Briza maxima,Greater Quaking Grass,Plantae,57157
Clavel Lanudo,Silene coronaria,Rose campion,Plantae,485191
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Field madder,Sherardia arvensis,Field madder,Plantae,47691
orange bush monkeyflower,Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371
California milkwort,Rhinotropis californica,California milkwort,Plantae,876453
Rose campion,Silene coronaria,Rose campion,Plantae,485191
Yellow Mariposa Lily,Calochortus luteus,Yellow Mariposa Lily,Plantae,51077
yerba buena,Clinopodium douglasii,yerba buena,Plantae,53203
Broad-leafed Helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
Red Valerian,Centranthus ruber,Red Valerian,Plantae,57283
Broad-leafed Helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
field bindweed,Convolvulus arvensis,field bindweed,Plantae,53021
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
American trailplant,Adenocaulon bicolor,American trailplant,Plantae,56854
milkmaids,Cardamine californica,milkmaids,Plantae,49651
Common Cat's-ear,Hypochaeris radicata,Common Cat's-ear,Plantae,53104
love-in-a-mist,Nigella damascena,love-in-a-mist,Plantae,62313
Rose campion,Silene coronaria,Rose campion,Plantae,485191
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Dactylis glomerata,Dactylis glomerata,orchard grass,Plantae,52720
Clintonia andrewsiana,Clintonia andrewsiana,Andrews' Clintonia,Plantae,51647
witch's-teeth,Hosackia gracilis,witch's-teeth,Plantae,50841
common selfheal,Prunella vulgaris,common selfheal,Plantae,52764
wavy-leafed soap plant,Chlorogalum pomeridianum,wavy-leafed soap plant,Plantae,47597
Pink Honeysuckle,Lonicera hispidula,Pink Honeysuckle,Plantae,53416
Scarlet Kammetjie,Freesia laxa,Scarlet Kammetjie,Plantae,345417
California bay,Umbellularia californica,California bay,Plantae,48807
western azalea,Rhododendron occidentale,western azalea,Plantae,60527
California Harebell,Smithiastrum prenanthoides,California Harebell,Plantae,1449997
yerba buena,Clinopodium douglasii,yerba buena,Plantae,53203
California milkwort,Rhinotropis californica,California milkwort,Plantae,876453
Broad-leafed Helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
Solomon's plume,Maianthemum racemosum,Solomon's plume,Plantae,51062
Western Starflower,Lysimachia latifolia,Western Starflower,Plantae,496537
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
Stinking chamomile,Anthemis cotula,Stinking chamomile,Plantae,52841
Santa Cruz Manzanita,Arctostaphylos andersonii,Santa Cruz Manzanita,Plantae,71123
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
red maple,Acer rubrum,red maple,Plantae,48098
California Harebell,Smithiastrum prenanthoides,California Harebell,Plantae,1449997
California bay,Umbellularia californica,California bay,Plantae,48807
common selfheal,Prunella vulgaris,common selfheal,Plantae,52764
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Prettyface,Triteleia ixioides,Prettyface,Plantae,52153
Toyon,Heteromeles arbutifolia,Toyon,Plantae,53405
Bull Thistle,Cirsium vulgare,Bull Thistle,Plantae,52989
cottonbatting plant,Pseudognaphalium stramineum,cottonbatting plant,Plantae,53089
California bay,Umbellularia californica,California bay,Plantae,48807
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
Solomon's plume,Maianthemum racemosum,Solomon's plume,Plantae,51062
Broad-leafed Helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
American trailplant,Adenocaulon bicolor,American trailplant,Plantae,56854
American pokeweed,Phytolacca americana,American pokeweed,Plantae,48599
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
common hedge parsley,Torilis arvensis,common hedge parsley,Plantae,56846
California Harebell,Smithiastrum prenanthoides,California Harebell,Plantae,1449997
Prettyface,Triteleia ixioides,Prettyface,Plantae,52153
prickly lettuce,Lactuca serriola,prickly lettuce,Plantae,53107
Sweet scabious,Sixalix atropurpurea,Sweet scabious,Plantae,372376
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
Broad-leaved helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
beaked hazelnut,Corylus cornuta,beaked hazelnut,Plantae,53374
milkmaids,Cardamine californica,milkmaids,Plantae,49651
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
ground rose,Rosa spithamea,ground rose,Plantae,53442
roughleaf aster,Eurybia radulina,roughleaf aster,Plantae,52974
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Longleaf Wattle,Acacia longifolia,Longleaf Wattle,Plantae,63379
California hazelnut,Corylus cornuta californica,California hazelnut,Plantae,53368
silverleaf cotoneaster,Cotoneaster pannosus,silverleaf cotoneaster,Plantae,53375
bigleaf maple,Acer macrophyllum,bigleaf maple,Plantae,48227
white hawkweed,Hieracium albiflorum,white hawkweed,Plantae,63937
Flat Spurred Piperia,Platanthera transversa,Flat Spurred Piperia,Plantae,355392
Evergreen Huckleberry,Vaccinium ovatum,Evergreen Huckleberry,Plantae,48349
Stinking iris,Iris foetidissima,Stinking iris,Plantae,64331
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
common hedge parsley,Torilis arvensis,common hedge parsley,Plantae,56846
California milkwort,Rhinotropis californica,California milkwort,Plantae,876453
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
White Horehound,Marrubium vulgare,White Horehound,Plantae,54605
Pride of Madeira,Echium candicans,Pride of Madeira,Plantae,57723
blueblossom,Ceanothus thyrsiflorus,blueblossom,Plantae,56617
secuoya roja,Sequoia sempervirens,coast redwood,Plantae,47372
tall evening primrose,Oenothera elata,tall evening primrose,Plantae,51813
bigleaf maple,Acer macrophyllum,bigleaf maple,Plantae,48227
red-berried elder,Sambucus racemosa,red-berried elder,Plantae,57824
Jointed Charlock,Raphanus raphanistrum,Wild radish,Plantae,55411
Mediterranean Stork's-bill,Erodium botrys,Mediterranean Stork's-bill,Plantae,57090
thimbleberry,Rubus parviflorus,thimbleberry,Plantae,51646
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Pink Honeysuckle,Lonicera hispidula,Pink Honeysuckle,Plantae,53416
California Harebell,Smithiastrum prenanthoides,California Harebell,Plantae,1449997
Evergreen Huckleberry,Vaccinium ovatum,Evergreen Huckleberry,Plantae,48349
broadleaf forget-me-not,Myosotis latifolia,broadleaf forget-me-not,Plantae,49132
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
Pacific hound's tongue,Adelinia grandis,Pacific hound's tongue,Plantae,1520640
Galium californicum californicum,Galium californicum californicum,,Plantae,53061
blueblossom,Ceanothus thyrsiflorus,blueblossom,Plantae,56617
turkey mullein,Croton setiger,turkey mullein,Plantae,154156
ribwort plantain,Plantago lanceolata,ribwort plantain,Plantae,53178
orange bush monkeyflower,Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371
Sheep's sorrel,Rumex acetosella,Sheep's sorrel,Plantae,53195
California poppy,Eschscholzia californica,California poppy,Plantae,48225
California poppy,Eschscholzia californica,California poppy,Plantae,48225
Pinkladies,Oenothera speciosa,Pinkladies,Plantae,48625
California Hedge Nettle,Stachys bullata,California Hedge Nettle,Plantae,58930
Hairy brackenfern,Pteridium aquilinum pubescens,Hairy brackenfern,Plantae,52684
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
Stinking iris,Iris foetidissima,Stinking iris,Plantae,64331
California Harebell,Smithiastrum prenanthoides,California Harebell,Plantae,1449997
California hazelnut,Corylus cornuta californica,California hazelnut,Plantae,53368
Andrews' Clintonia,Clintonia andrewsiana,Andrews' Clintonia,Plantae,51647
common selfheal,Prunella vulgaris,common selfheal,Plantae,52764
yerba buena,Clinopodium douglasii,yerba buena,Plantae,53203
Baldhip Rose,Rosa gymnocarpa,Baldhip Rose,Plantae,53441
Pink Honeysuckle,Lonicera hispidula,Pink Honeysuckle,Plantae,53416
Tall Wheat Grass,Thinopyrum obtusiflorum,Tall Wheat Grass,Plantae,1301269
woodland strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
fennel,Foeniculum vulgare,fennel,Plantae,53052
California poppy,Eschscholzia californica,California poppy,Plantae,48225
orange bush monkeyflower,Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371
California poppy,Eschscholzia californica,California poppy,Plantae,48225
California poppy,Eschscholzia californica,California poppy,Plantae,48225
French broom,Genista monspessulana,French broom,Plantae,53403
Mediterranean Stork's-bill,Erodium botrys,Mediterranean Stork's-bill,Plantae,57090
Red Valerian,Centranthus ruber,Red Valerian,Plantae,57283
California Aster,Corethrogyne filaginifolia,California Aster,Plantae,58014
valley oak,Quercus lobata,valley oak,Plantae,49011
yerba buena,Clinopodium douglasii,yerba buena,Plantae,53203
Hairy brackenfern,Pteridium aquilinum pubescens,Hairy brackenfern,Plantae,52684
Giant Viper's-bugloss,Echium pininana,Giant Viper's-bugloss,Plantae,76763
garden cosmos,Cosmos bipinnatus,garden cosmos,Plantae,68562
Mediterranean Stork's-bill,Erodium botrys,Mediterranean Stork's-bill,Plantae,57090
Japanese honeysuckle,Lonicera japonica,Japanese honeysuckle,Plantae,77835
Pacific madrone,Arbutus menziesii,Pacific madrone,Plantae,51046
Lemon Scented Tea Tree,Leptospermum petersonii,Lemon Scented Tea Tree,Plantae,403395
common hedge parsley,Torilis arvensis,common hedge parsley,Plantae,56846
Black Nightshade Complex,Solanum nigrum,Black Nightshade Complex,Plantae,1351686
common selfheal,Prunella vulgaris,common selfheal,Plantae,52764
common selfheal,Prunella vulgaris,common selfheal,Plantae,52764
Hairy Pennywort,Hydrocotyle moschata,Hairy Pennywort,Plantae,163873
Evergreen Huckleberry,Vaccinium ovatum,Evergreen Huckleberry,Plantae,48349
California Harebell,Smithiastrum prenanthoides,California Harebell,Plantae,1449997
wing-leaf monkeyflower,Erythranthe ptilota,wing-leaf monkeyflower,Plantae,771908
common selfheal,Prunella vulgaris,common selfheal,Plantae,52764
wing-leaf monkeyflower,Erythranthe ptilota,wing-leaf monkeyflower,Plantae,771908
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Crescent-cup liverwort,Lunularia cruciata,Crescent-cup liverwort,Plantae,55703
Crescent-cup liverwort,Lunularia cruciata,Crescent-cup liverwort,Plantae,55703
California Harebell,Smithiastrum prenanthoides,California Harebell,Plantae,1449997
California poppy,Eschscholzia californica,California poppy,Plantae,48225
American trailplant,Adenocaulon bicolor,American trailplant,Plantae,56854
tall flatsedge,Cyperus eragrostis,tall flatsedge,Plantae,59055
Bower Plant,Pandorea jasminoides,Bower Plant,Plantae,346424
California Buckwheat,Eriogonum fasciculatum,California Buckwheat,Plantae,54999
castor bean,Ricinus communis,castor bean,Plantae,56739
Fragrant Everlasting,Pseudognaphalium beneolens,Fragrant Everlasting,Plantae,64303
tall flatsedge,Cyperus eragrostis,tall flatsedge,Plantae,59055
Pacific madrone,Arbutus menziesii,Pacific madrone,Plantae,51046
coast live oak,Quercus agrifolia,coast live oak,Plantae,47850
Red Sand Spurrey,Spergularia rubra,Red Sand Spurrey,Plantae,55730
Armenian Blackberry,Rubus armeniacus,Armenian Blackberry,Plantae,61317
field marigold,Calendula arvensis,field marigold,Plantae,59260
poison hemlock,Conium maculatum,poison hemlock,Plantae,52998
Artichoke Thistle,Cynara cardunculus,Artichoke Thistle,Plantae,57563
Belladonna Lily,Amaryllis belladonna,Belladonna Lily,Plantae,61827
common Douglas-fir,Pseudotsuga menziesii,Douglas fir,Plantae,48256
scarlet pimpernel,Lysimachia arvensis,scarlet pimpernel,Plantae,791928
Coast silk tassel,Garrya elliptica,Coast silk tassel,Plantae,53399
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
small-leaf spiderwort,Tradescantia fluminensis,small-leaf spiderwort,Plantae,79382
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Kapamaryllis,Amaryllis belladonna,Belladonna Lily,Plantae,61827
coast oak,Quercus parvula,coast oak,Plantae,78808
California poppy,Eschscholzia californica,California poppy,Plantae,48225
field bindweed,Convolvulus arvensis,field bindweed,Plantae,53021
coyote brush,Baccharis pilularis,coyote brush,Plantae,53359
Baldhip Rose,Rosa gymnocarpa,Baldhip Rose,Plantae,53441
Hooker's fairybells,Prosartes hookeri,Hooker's fairybells,Plantae,51071
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
California Spikenard,Aralia californica,California Spikenard,Plantae,52848
western heart's ease,Viola ocellata,western heart's ease,Plantae,61782
Telegraphweed,Heterotheca grandiflora,Telegraphweed,Plantae,58831
woodland strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
variableleaf collomia,Collomia heterophylla,variableleaf collomia,Plantae,52996
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
Hairy brackenfern,Pteridium aquilinum pubescens,Hairy brackenfern,Plantae,52684
Petty Spurge,Euphorbia peplus,Petty Spurge,Plantae,57036
woodland strawberry,Fragaria vesca,woodland strawberry,Plantae,50298
Rose-of-sharon,Hypericum calycinum,Aaron's Beard,Plantae,77481
common hedge parsley,Torilis arvensis,common hedge parsley,Plantae,56846
blackwood,Acacia melanoxylon,blackwood,Plantae,53344
giant chain fern,Woodwardia fimbriata,giant chain fern,Plantae,52685
Belladonna Lily,Amaryllis belladonna,Belladonna Lily,Plantae,61827
Golden chinquapin,Chrysolepis chrysophylla,Golden chinquapin,Plantae,53363
roughleaf aster,Eurybia radulina,roughleaf aster,Plantae,52974
Pink Honeysuckle,Lonicera hispidula,Pink Honeysuckle,Plantae,53416
Lawn daisy,Bellis perennis,Lawn daisy,Plantae,55563
goldback fern,,goldback fern,Plantae,52676
California alsia moss,Alsia californica,California alsia moss,Plantae,55323
Douglas fir,Pseudotsuga menziesii,Douglas fir,Plantae,48256
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
Evergreen Huckleberry,Vaccinium ovatum,Evergreen Huckleberry,Plantae,48349
Pacific madrone,Arbutus menziesii,Pacific madrone,Plantae,51046
Evergreen Huckleberry,Vaccinium ovatum,Evergreen Huckleberry,Plantae,48349
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
Ivy-leaved cyclamen,Cyclamen hederifolium,Ivy-leaved cyclamen,Plantae,127355
Broad-leaved helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
Western Rattlesnake Plantain,Goodyera oblongifolia,Western Rattlesnake Plantain,Plantae,50719
California bay,Umbellularia californica,California bay,Plantae,48807
ribwort plantain,Plantago lanceolata,ribwort plantain,Plantae,53178
Solomon's plume,Maianthemum racemosum,Solomon's plume,Plantae,51062
Narrow-leaved clover,Trifolium angustifolium,Narrow-leaved clover,Plantae,69939
Pale flax,Linum bienne,Pale flax,Plantae,55679
Arroyo Willow,Salix lasiolepis,Arroyo Willow,Plantae,53452
yerba buena,Clinopodium douglasii,yerba buena,Plantae,53203
Hairy Pennywort,Hydrocotyle moschata,Hairy Pennywort,Plantae,163873
Broad-leaved helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
feverfew,Tanacetum parthenium,feverfew,Plantae,54520
Hooker's fairybells,Prosartes hookeri,Hooker's fairybells,Plantae,51071
creeping snowberry,Symphoricarpos mollis,creeping snowberry,Plantae,53456
American trailplant,Adenocaulon bicolor,American trailplant,Plantae,56854
red baneberry,Actaea rubra,red baneberry,Plantae,49870
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
beaked hazelnut,Corylus cornuta,beaked hazelnut,Plantae,53374
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
Tanoak,Notholithocarpus densiflorus,Tanoak,Plantae,69823
western sword fern,Polystichum munitum,western sword fern,Plantae,47751
fragrant bedstraw,Galium triflorum,fragrant bedstraw,Plantae,53065
Redwood Sorrel,Oxalis smalliana,Redwood Sorrel,Plantae,1464017
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
Telegraphweed,Heterotheca grandiflora,Telegraphweed,Plantae,58831
Pacific poison oak,Toxicodendron diversilobum,Pacific poison oak,Plantae,51080
coffeeberry,Frangula californica,coffeeberry,Plantae,53423
Crescent-cup liverwort,Lunularia cruciata,Crescent-cup liverwort,Plantae,55703
European holly,Ilex aquifolium,European holly,Plantae,53856
Pacific trillium,Trillium ovatum,Pacific trillium,Plantae,49463
Hooker's fairybells,Prosartes hookeri,Hooker's fairybells,Plantae,51071
yerba buena,Clinopodium douglasii,yerba buena,Plantae,53203
coffeeberry,Frangula californica,coffeeberry,Plantae,53423
California bay,Umbellularia californica,California bay,Plantae,48807
Pink Honeysuckle,Lonicera hispidula,Pink Honeysuckle,Plantae,53416
coffeeberry,Frangula californica,coffeeberry,Plantae,53423
Redwood Violet,Viola sempervirens,Redwood Violet,Plantae,55342
Hairy brackenfern,Pteridium aquilinum pubescens,Hairy brackenfern,Plantae,52684
western sword fern,Polystichum munitum,western sword fern,Plantae,47751
Telegraphweed,Heterotheca grandiflora,Telegraphweed,Plantae,58831
Broad-leaved helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
California bedstraw,Galium californicum,California bedstraw,Plantae,53062
White Horehound,Marrubium vulgare,White Horehound,Plantae,54605
Pacific madrone,Arbutus menziesii,Pacific madrone,Plantae,51046
Fragrant Everlasting,Pseudognaphalium beneolens,Fragrant Everlasting,Plantae,64303
love-in-a-mist,Nigella damascena,love-in-a-mist,Plantae,62313
Italian arum,Arum italicum,Italian arum,Plantae,61168
Sweet scabious,Sixalix atropurpurea,Sweet scabious,Plantae,372376
Sweet scabious,Sixalix atropurpurea,Sweet scabious,Plantae,372376
Belladonna Lily,Amaryllis belladonna,Belladonna Lily,Plantae,61827
California poppy,Eschscholzia californica,California poppy,Plantae,48225
common hedge parsley,Torilis arvensis,common hedge parsley,Plantae,56846
Borage,Borago officinalis,Borage,Plantae,52287
California Hedge Nettle,Stachys bullata,California Hedge Nettle,Plantae,58930
Pink Honeysuckle,Lonicera hispidula,Pink Honeysuckle,Plantae,53416
California bay,Umbellularia californica,California bay,Plantae,48807
blackwood,Acacia melanoxylon,blackwood,Plantae,53344
mock strawberry,Potentilla indica,mock strawberry,Plantae,243824
common Douglas-fir,Pseudotsuga menziesii,Douglas fir,Plantae,48256
common yarrow,Achillea millefolium,common yarrow,Plantae,52821
Indian fig opuntia,Opuntia ficus-indica,Indian fig opuntia,Plantae,64119
Pacific madrone,Arbutus menziesii,Pacific madrone,Plantae,51046
Broad-leaved helleborine,Epipactis helleborine,Broad-leaved helleborine,Plantae,50717
western sword fern,Polystichum munitum,western sword fern,Plantae,47751
California bay,Umbellularia californica,California bay,Plantae,48807
Hummingbird Sage,Salvia spathacea,Hummingbird Sage,Plantae,64133
Hairy brackenfern,Pteridium aquilinum pubescens,Hairy brackenfern,Plantae,52684
coastal woodfern,Dryopteris arguta,coastal woodfern,Plantae,52671
giant chain fern,Woodwardia fimbriata,giant chain fern,Plantae,52685
Coast silk tassel,Garrya elliptica,Coast silk tassel,Plantae,53399
coast redwood,Sequoia sempervirens,coast redwood,Plantae,47372
coastal woodfern,Dryopteris arguta,coastal woodfern,Plantae,52671
Greater Quaking Grass,Briza maxima,Greater Quaking Grass,Plantae,57157
Pacific madrone,Arbutus menziesii,Pacific madrone,Plantae,51046
panic veldtgrass,Ehrharta erecta,panic veldtgrass,Plantae,64140
Brittleleaf Manzanita,Arctostaphylos crustacea,Brittleleaf Manzanita,Plantae,75507
American pokeweed,Phytolacca americana,American pokeweed,Plantae,48599
